compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
357	P133055839	-229.806	-219.57	-220.597
358	P133406437	-211.01	-236.677	-244.266
359	P133406437	-208.73	-235.248	-242.477
360	P133406437	-209.869	-234.619	-242.541
361	P133607560	-150.509	-143.63	-146.121
362	P133607560	-164.544	-162.271	-164.542
363	P133607560	-163.013	-161.988	-165.739
364	P133621473	-55.174	-55.902	-54.112
365	P133621473	-55.495	-57.155	-53.929
366	P133621473	-55.736	-56.234	-54.627
367	P133628255	-171.158	-174.293	-174.661
368	P133628255	-169.903	-174.465	-175.011
369	P133628255	-227.199	-239.59	-244.859
370	P133629862	-218.535	-224.431	-229.531
371	P133629862	-174.077	-176.882	-182.77
372	P133629862	-218.649	-224.687	-230.003
373	P133633748	-216.254	-225.917	-225.578
374	P133633748	-212.25	-223.536	-223.188
375	P133633748	-210.522	-222.174	-220.731
376	P133651182	-164.9	-166.66	-167.181
377	P133651182	-162.187	-165.229	-165.948
378	P133651182	-164.209	-167.021	-167.05
379	P133654346	-204.346	-213.136	-219.515
380	P133654346	-205.874	-214.628	-220.98
381	P133654346	-205.112	-213.437	-220.506
382	P134346401	-200.846	-214.915	-213.042
383	P134346401	-202.291	-215.438	-214.311
384	P134346401	-203.033	-216.962	-215.802
385	P134378955	-199.478	-215.24	-215.147
386	P134378955	-200.958	-219.256	-220.889
387	P134378955	-206.449	-221.982	-223.715
388	P134486215	-241.128	-251.508	-256.222
389	P134486215	-236.89	-248.025	-249.077
390	P134486215	-235.24	-243.33	-248.348
391	P134619762	-67.319	-74.425	-69.558
392	P134619762	-58.546	-65.233	-64.202
393	P134619762	-68.545	-77.239	-72.643
394	P134782587	-226.412	-224.274	-231.128
395	P134782587	-227.265	-224.856	-231.291
396	P134782587	-219.339	-226.593	-233.905
397	P134782635	-263.971	-281.397	-279.842
398	P134782635	-258.941	-270.972	-274.172
399	P134782635	-262.817	-279.38	-278.656
400	P134782687	-293.852	-306.739	-316.664
401	P134782687	-305.428	-315.524	-327.081
402	P134782687	-298.103	-308.586	-320.331
403	P134782778	-225.867	-232.863	-232.07
404	P134782778	-227.662	-240.436	-236.166
405	P134782778	-227.591	-236.545	-240.652
406	P134836611	-231.157	-233.359	-228.166
407	P134836611	-224.21	-220.722	-218.551
408	P134836611	-241.648	-250.091	-251.994
409	P135102317	-173.219	-185.92	-183.254
410	P135102317	-169.057	-171.968	-172.03
411	P135102317	-169.094	-172.591	-171.914
412	P135265592	-158.997	-162.396	-164.41
413	P135265592	-194.916	-200.662	-198.209
414	P135265592	-158.135	-160.284	-163.096
415	P135289872	-220.369	-233.766	-235.348
416	P135289872	-209.6	-216.571	-217.516
417	P135289872	-218.395	-233.179	-236.531
418	P135363290	-142.062	-142.507	-148.14
419	P135363290	-142.689	-143.268	-149.051
420	P135363290	-142.071	-142.209	-147.678
421	P135416025	-205.148	-215.444	-221.399
422	P135416025	-200.623	-212.95	-219.239
423	P135416025	-209.8	-218.638	-223.277
424	P135625956	-179.23	-175.42	-173.259
425	P135625956	-193.11	-189.697	-191.512
