compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
311	P130426551	-376.765	-407.823	-413.619
312	P130426551	-377.595	-408.962	-414.73
313	P130489237	-168.952	-171.248	-170.518
314	P130489237	-236.002	-253.461	-253.714
315	P130489237	-239.655	-257.853	-257.454
316	P130754868	-164.085	-159.548	-166.786
317	P130754868	-162.669	-165.622	-175.079
318	P130754868	-150.53	-150.999	-157.846
319	P130754917	-254.348	-261.852	-275.41
320	P130754917	-249.692	-263.632	-274.665
321	P130754917	-248.561	-258.838	-266.019
322	P131452763	-173.653	-183.673	-189.065
323	P131452763	-176.166	-187.309	-191.104
324	P131452763	-174.798	-185.767	-189.753
325	P131557109	-83.451	-88.26	-89.819
326	P131557109	-180.908	-192.425	-197.298
327	P131557109	-177.771	-188.182	-193.347
328	P131664782	-260.819	-272.756	-281.297
329	P131664782	-309.898	-322.044	-332.312
330	P131664782	-264.866	-279.168	-288.307
331	P132005043	-183.65	-204.766	-200.288
332	P132005043	-181.364	-201.358	-197.883
333	P132005043	-171.351	-180.009	-180.775
334	P132137500	-109.705	-109.86	-113.853
335	P132137500	-109.277	-110.479	-114.097
336	P132137500	-145.518	-146.274	-147.728
337	P132150445	-155.347	-150.557	-154.948
338	P132150445	-208.556	-208.896	-204.965
339	P132150445	-208.456	-209.704	-205.627
340	P132826030	-152.288	-158.202	-158.495
341	P132826030	-154.076	-157.637	-158.391
342	P132826030	-156.433	-161.574	-161.372
343	P132826043	-198.485	-198.879	-199.945
344	P132826043	-195.207	-195.965	-198.59
345	P132826043	-206.029	-212.642	-217.876
346	P132826048	-158.444	-161.441	-160.289
347	P132826048	-158.743	-163.966	-161.674
348	P132826048	-131.302	-144.859	-142.97
349	P133005854	-241.163	-256.16	-256.935
350	P133005854	-242.845	-258.06	-258.688
351	P133005854	-253.282	-266.865	-271.397
352	P133035570	-223.043	-232.404	-232.415
353	P133035570	-243.702	-255.207	-258.207
354	P133035570	-242.356	-254.695	-257.874
355	P133055839	-140.289	-145.009	-145.123
356	P133055839	-141.03	-143.347	-147.246
357	P133055839	-137.782	-142.101	-139.882
358	P133406437	-232.434	-242.382	-250.584
359	P133406437	-221.473	-221.406	-230.189
360	P133406437	-215.67	-237.982	-246.176
361	P133607560	-157.781	-160.089	-162.655
362	P133607560	-157.628	-160.841	-162.693
363	P133607560	-158.385	-160.006	-162.667
364	P133621473	-97.28	-99.118	-102.706
365	P133621473	-97.511	-98.929	-102.65
366	P133621473	-97.111	-99.372	-102.644
367	P133628255	-167.126	-172.221	-174.791
368	P133628255	-137.52	-134.936	-134.879
369	P133628255	-221.976	-236.238	-240.073
370	P133629862	-221.594	-228.889	-231.795
371	P133629862	-220.055	-227.413	-230.482
372	P133629862	-229.963	-236.335	-241.158
373	P133633748	-128.18	-127.38	-129.714
374	P133633748	-219.669	-236.564	-234.813
375	P133633748	-217.969	-234.355	-232.537
376	P133651182	-150.674	-152.648	-152.338
377	P133651182	-151.837	-152.236	-152.55
378	P133651182	-150.644	-151.999	-153.197
379	P133654346	-195.936	-205.331	-212.035
380	P133654346	-194.458	-205.141	-205.188
381	P133654346	-196.437	-208.315	-214.567
382	P134346401	-204.506	-213.139	-216.6
383	P134346401	-203.728	-212.971	-216.937
384	P134346401	-203.312	-211.47	-215.009
385	P134378955	-176.285	-183.393	-181.149
386	P134378955	-231.094	-255.161	-255.278
387	P134378955	-177.769	-185.952	-181.348
388	P134486215	-239.318	-249.675	-252.929
389	P134486215	-237.34	-247.523	-252.22
390	P134486215	-236.551	-248.549	-252.041
391	P134619762	-91.471	-105.184	-101.198
392	P134619762	-66.453	-74.84	-73.094
393	P134619762	-68.479	-78.361	-74.028
394	P134782587	-228.679	-230.64	-233.571
395	P134782587	-229.86	-232.991	-235.3
396	P134782587	-226.956	-226.687	-230.17
397	P134782635	-254.597	-268.835	-272.827
398	P134782635	-264.41	-280.874	-286.403
399	P134782635	-259.609	-280.354	-281.326
400	P134782687	-292.333	-306.418	-301.054
401	P134782687	-309.09	-335.177	-339.548
402	P134782687	-318.243	-337.116	-343.794
403	P134782778	-227.939	-233.296	-233.32
404	P134782778	-224.894	-231.782	-230.844
405	P134782778	-225.624	-231.233	-229.873
406	P134836611	-252.504	-265.585	-265.126
407	P134836611	-252.33	-266.98	-266.281
408	P134836611	-247.082	-255.808	-256.249
409	P135102317	-149.977	-159.297	-160.743
410	P135102317	-165.214	-172.507	-173.424
411	P135102317	-165.463	-173.048	-173.174
412	P135265592	-195.439	-199.442	-196.659
413	P135265592	-195.603	-199.856	-195.124
414	P135265592	-194.707	-197.494	-194.414
415	P135289872	-241.732	-259.708	-254.018
416	P135289872	-228.088	-241.861	-246.881
417	P135289872	-230.34	-241.299	-241.671
418	P135363290	-165.386	-166.495	-173.686
419	P135363290	-171.316	-182.077	-185.908
420	P135363290	-152.198	-151.081	-156.896
421	P135416025	-208.547	-223.74	-222.173
422	P135416025	-209.566	-224.853	-223.167
