compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
508	P124151411	-286.246	-289.406	-297.87
509	P124151411	-290.557	-295.2	-303.459
510	P124151411	-273.751	-268.324	-275.358
511	P124152192	-325.292	-345.572	-352.922
512	P124152192	-306.709	-329.728	-332.964
513	P124152192	-309.839	-325.503	-333.608
514	P124185120	-272.253	-283.872	-284.506
515	P124185120	-269.412	-276.643	-281.815
516	P124185120	-260.965	-270.506	-274.578
517	P12437617	-211.432	-213.416	-218.793
518	P12437617	-210.908	-216.243	-218.825
519	P12437617	-218.988	-228.397	-230.531
520	P124664733	-268.719	-276.497	-285.872
521	P124664733	-255.926	-263.28	-265.737
522	P124664733	-275.318	-284.248	-296.071
523	P12515949	-243.638	-265.614	-264.551
524	P12515949	-247.563	-263.981	-269.124
525	P12515949	-243.367	-270.462	-264.016
526	P125275231	-315.342	-332.806	-331.133
527	P125275231	-335.522	-355.958	-356.449
528	P125275231	-324.04	-351.038	-355.768
529	P125328066	-280.781	-291.126	-304.683
530	P125328066	-299.353	-311.213	-312.773
531	P125328066	-282.102	-294.337	-306.081
532	P12542667	-266.931	-271.476	-272.321
533	P12542667	-268.663	-272.071	-271.283
534	P12542667	-266.832	-272.282	-273.244
535	P125489807	-242.522	-257.672	-263.47
536	P125489807	-239.973	-251.482	-253.052
537	P125489807	-242.877	-255.542	-260.214
538	P125500924	-252.793	-254.721	-259.993
539	P125500924	-266.633	-281.517	-290.789
540	P125500924	-264.95	-271.333	-274.672
541	P125501083	-242.041	-259.545	-258.157
542	P125501083	-240.565	-252.702	-257.117
543	P125501083	-250.022	-257.986	-261.97
544	P126174045	-282.323	-296.99	-298.484
545	P126174045	-281.379	-303.238	-306.334
546	P126174045	-269.866	-283.335	-285.46
547	P126187505	-318.94	-321.309	-330.711
548	P126187505	-336.089	-355.54	-362.888
549	P126187505	-338.111	-342.679	-358.96
550	P126197486	-220.417	-221.498	-227.867
551	P126197486	-235.777	-238.584	-239.957
552	P126197486	-249.759	-251.574	-250.759
553	P126201710	-237.918	-247.498	-253.357
554	P126201710	-227.185	-231.438	-236.3
555	P126201710	-247.709	-259.417	-267.81
556	P126212327	-309.628	-327.972	-329.94
557	P126212327	-299.149	-312.713	-315.51
558	P126212327	-300.522	-335.902	-331.109
559	P126225292	-250.578	-264.719	-267.209
560	P126225292	-258.926	-268.725	-270.688
561	P126225292	-260.47	-274.9	-280.815
562	P126229948	-260.579	-272.772	-274.419
563	P126229948	-260.052	-273.224	-275.441
564	P126229948	-260.453	-271.08	-274.005
565	P126244896	-230.63	-237.073	-248.133
566	P126244896	-209.953	-217.037	-224.469
567	P126244896	-208.63	-217.032	-224.621
568	P126258086	-290.026	-292.677	-306.356
569	P126258086	-280.981	-297.637	-302.652
570	P126258086	-277.273	-277.048	-289.275
571	P126544573	-350.245	-357.314	-361.933
572	P126544573	-349.114	-358.673	-363.581
573	P126544573	-354.518	-365.18	-368.7
574	P126544961	-242.359	-259.777	-267.45
