compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern	score:LigandRNA-basic	score:LigandRNA-modern	title	score:rDock-dock_solv	score:rf-score-vs	target	pdb
145	P06880560	-150.834	-149.433	-149.412	-159.8	-157.66	P06880560	-44.1277	-5	guanine	3GAO
146	P06880560	-153.153	-148.948	-152.022	-218.44	-208.77	P06880560	-41.5587	-5	guanine	3GAO
147	P06880560	-148.866	-145.909	-146.878	-133.62	-134.64	P06880560	-37.7777	-5	guanine	3GAO
148	P07004269	-308.538	-301.735	-313.312	476.58	627.44	P07004269	-49.9051	-6	guanine	3GAO
149	P07004269	-308.596	-301.866	-312.049	476.58	627.44	P07004269	-48.9416	-6	guanine	3GAO
150	P07004269	-315.83	-310.48	-323.607	476.58	627.44	P07004269	-48.8668	-5	guanine	3GAO
151	P07497395	-217.81	-228.198	-226.2	-1021.36	-971.88	P07497395	-55.8485	-5	guanine	3GAO
152	P07497395	-199.242	-209.959	-206.139	-1182.52	-1125.18	P07497395	-54.8097	-6	guanine	3GAO
153	P07497395	-214.968	-221.05	-230.329	-1275.72	-1235.7	P07497395	-54.4102	-6	guanine	3GAO
154	P07862578	-454.581	-472.769	-481.502	112.34	214.18	P07862578	-65.9188	-5	guanine	3GAO
155	P07862578	-450.121	-471.822	-479.47	128.76	230.27	P07862578	-65.2288	-6	guanine	3GAO
156	P07862578	-451.105	-470.632	-480.246	104.16	207.45	P07862578	-64.9482	-5	guanine	3GAO
157	P07919128	-416.563	-433.142	-437.907	-206.19	-190.74	P07919128	-51.446	-6	guanine	3GAO
158	P07919128	-489.501	-503.013	-516.529	-57.24	39.96	P07919128	-50.4337	-6	guanine	3GAO
159	P07919128	-364.53	-363.018	-367.689	60.51	126.43	P07919128	-50.1774	-5	guanine	3GAO
160	P07956841	-333.066	-363.289	-369.637	-6617.36	-6444.47	P07956841	-52.6732	-6	guanine	3GAO
161	P07956841	-328.539	-362.632	-367.959	-6600.75	-6424.88	P07956841	-51.8355	-6	guanine	3GAO
162	P07956841	-329.527	-361.111	-367.237	-6615.32	-6444.43	P07956841	-51.5453	-6	guanine	3GAO
163	P08165825	-265.796	-276.031	-277.786	-1836.78	-1872.34	P08165825	-60.9153	-6	guanine	3GAO
164	P08165825	-239.148	-242.662	-241.855	-1744.09	-1757.6	P08165825	-59.9636	-5	guanine	3GAO
165	P08165825	-262.093	-277.703	-279.005	-1709.19	-1739.38	P08165825	-59.3419	-6	guanine	3GAO
166	P08190549	-371.058	-372.429	-372.125	-2071.07	-1964.82	P08190549	-43.3317	-6	guanine	3GAO
167	P08190549	-455.212	-484.728	-491.513	-3082.4	-2946.22	P08190549	-42.4069	-6	guanine	3GAO
168	P08190549	-448.79	-472.244	-480.992	-3096.43	-2965.17	P08190549	-41.1003	-6	guanine	3GAO
169	P08215567	-176.568	-178.853	-178.473	117.89	97.44	P08215567	-41.2917	-5	guanine	3GAO
170	P08215567	-179.003	-180.033	-180.748	96.93	78.3	P08215567	-40.5845	-5	guanine	3GAO
171	P08215567	-178.991	-180.502	-180.06	129.11	108.5	P08215567	-39.9161	-5	guanine	3GAO
172	P08456800	-403.182	-427.596	-441.965	-4446.97	-4317.9	P08456800	-45.5031	-6	guanine	3GAO
173	P08456800	-290.815	-309.246	-298.588	-610.47	-553.27	P08456800	-45.1935	-6	guanine	3GAO
174	P08456800	-398.931	-417.546	-429.716	-4552.81	-4426.74	P08456800	-43.6041	-6	guanine	3GAO
175	P08757744	-333.155	-348.76	-350.868	446.8	593.18	P08757744	-53.4998	-5	guanine	3GAO
176	P08757744	-333.833	-348.964	-351.619	446.8	593.18	P08757744	-53.4843	-5	guanine	3GAO
177	P08757744	-332.677	-346.969	-351.009	443.9	592.02	P08757744	-53.0826	-5	guanine	3GAO
178	P09911675	-210.943	-214.926	-225.166	-1022.66	-986.92	P09911675	-48.4652	-6	guanine	3GAO
179	P09911675	-213.749	-216.523	-225.105	-1020.56	-984.4	P09911675	-46.8147	-6	guanine	3GAO
180	P09911675	-212.495	-216.217	-226.265	-1031.48	-993.64	P09911675	-45.6226	-6	guanine	3GAO
181	P101141853	-416.966	-424.146	-433.334	310.28	440.15	P101141853	-62.8752	-5	guanine	3GAO
182	P101141853	-422.874	-429.911	-438.236	296.48	424.74	P101141853	-62.3326	-5	guanine	3GAO
183	P101141853	-421.902	-427.33	-437.474	309.53	438.72	P101141853	-61.9942	-5	guanine	3GAO
184	P101623589	-334.417	-357.625	-360.823	-3932.52	-3760.99	P101623589	-51.3005	-6	guanine	3GAO
185	P101623589	-336.347	-360.202	-363.227	-3932.52	-3760.99	P101623589	-51.2796	-6	guanine	3GAO
186	P101623589	-335.395	-360.076	-363.036	-3935.04	-3764.64	P101623589	-51.2588	-6	guanine	3GAO
187	P101624250	-267.204	-270.157	-273.605	-1768.62	-1679.87	P101624250	-51.5983	-6	guanine	3GAO
188	P101624250	-265.544	-270.201	-273.679	-1781.65	-1694.32	P101624250	-51.5407	-6	guanine	3GAO
189	P101624250	-268.49	-273.399	-274.737	-1796.6	-1707.62	P101624250	-51.4792	-6	guanine	3GAO
190	P101755291	-295.619	-314.942	-310.951	-3327.01	-3254.7	P101755291	-45.4299	-6	guanine	3GAO
191	P101755291	-300.783	-323.702	-320.444	-3344.25	-3274.37	P101755291	-43.7294	-6	guanine	3GAO
192	P101755291	-186.723	-185.97	-186.864	-797.1	-745.87	P101755291	-43.523	-6	guanine	3GAO
193	P102050597	-225.109	-251.289	-255.174	-4565.8	-4547.4	P102050597	-59.5475	-5	guanine	3GAO
194	P102050597	-209.495	-237.907	-237.654	-4483.69	-4468.14	P102050597	-56.6687	-5	guanine	3GAO
195	P102050597	-153.776	-152.898	-150.406	-2058.04	-2031.73	P102050597	-54.7445	-5	guanine	3GAO
196	P10219034	-252.415	-258.155	-256.653	-1962.74	-1903.63	P10219034	-46.6184	-5	guanine	3GAO
197	P10219034	-251.148	-257.323	-258.997	-1805.45	-1755.75	P10219034	-46.4972	-5	guanine	3GAO
198	P10219034	-253.965	-262.175	-261.917	-1963.87	-1900.82	P10219034	-46.1113	-5	guanine	3GAO
199	P103445670	-176.827	-188.269	-187.287	-2300.87	-2493.57	P103445670	-47.9004	-5	guanine	3GAO
200	P103445670	-176.919	-188.53	-187.785	-2294.05	-2486.89	P103445670	-47.883	-5	guanine	3GAO
201	P103445670	-176.744	-188.698	-187.295	-2294.05	-2486.89	P103445670	-47.8679	-5	guanine	3GAO
202	P103549664	-224.318	-217.47	-218.507	166.82	282.84	P103549664	-53.7127	-6	guanine	3GAO
203	P103549664	-223.477	-216.821	-218.688	172.24	287.25	P103549664	-53.6497	-6	guanine	3GAO
204	P103549664	-223.038	-215.194	-217.359	172.24	287.25	P103549664	-53.596	-6	guanine	3GAO
205	P104360884	-192.334	-191.788	-201.956	-899.47	-886.64	P104360884	-56.852	-6	guanine	3GAO
206	P104360884	-192.824	-192.177	-202.035	-892.87	-878.54	P104360884	-56.2454	-6	guanine	3GAO
207	P104360884	-189.071	-194.635	-196.864	-920.09	-906.06	P104360884	-56.0322	-6	guanine	3GAO
208	P104360888	-126.889	-126.655	-127.208	51.75	34.4	P104360888	-36.5547	-5	guanine	3GAO
209	P104360888	-123.728	-117.735	-119.841	268.17	242.9	P104360888	-33.9743	-5	guanine	3GAO
210	P104360888	-143.753	-142.307	-146.833	-213.03	-209.21	P104360888	-32.1983	-5	guanine	3GAO
211	P104367367	-139.814	-145.039	-144.674	-485.04	-473.74	P104367367	-50.6832	-6	guanine	3GAO
212	P104367367	-155.639	-155.505	-156.31	-403.3	-405.6	P104367367	-48.7297	-5	guanine	3GAO
213	P104367367	-155.264	-156.147	-156.912	-392.53	-395.2	P104367367	-48.7262	-5	guanine	3GAO
214	P10470480	-382.271	-407.462	-408.413	-2819.99	-2764.46	P10470480	-62.9262	-6	guanine	3GAO
215	P10470480	-378.736	-401.301	-404.416	-2814.38	-2755.37	P10470480	-62.5974	-6	guanine	3GAO
216	P10470480	-382.177	-414.605	-415.084	-2948.65	-2888.82	P10470480	-61.9975	-6	guanine	3GAO
217	P105251863	-174.412	-178.719	-181.613	-1349.6	-1297.86	P105251863	-42.9732	-6	guanine	3GAO
218	P105251863	-165.191	-169.421	-171.503	-1090.42	-1033.31	P105251863	-42.6953	-6	guanine	3GAO
219	P105251863	-171.334	-175.308	-179.342	-1307.86	-1255.6	P105251863	-42.5366	-6	guanine	3GAO
220	P105253445	-300.387	-324.442	-328.169	-4330.58	-4209.08	P105253445	-49.8633	-6	guanine	3GAO
221	P105253445	-300.726	-325.225	-328.572	-4330.58	-4209.08	P105253445	-49.8608	-6	guanine	3GAO
222	P105253445	-300.925	-325.627	-329.855	-4330.58	-4209.08	P105253445	-49.8599	-6	guanine	3GAO
223	P105275513	-75.124	-74.171	-83.659	-368.3	-412.92	P105275513	-45.2654	-6	guanine	3GAO
224	P105275513	-55.586	-56.577	-63.387	-253.45	-298.3	P105275513	-41.502	-6	guanine	3GAO
225	P105275513	-65.607	-69.378	-69.468	-195.36	-250.05	P105275513	-32.7981	-6	guanine	3GAO
226	P105279502	-135.293	-137.773	-142.134	-396.03	-448.41	P105279502	-45.366	-6	guanine	3GAO
227	P105279502	-135.882	-138.971	-142.895	-374.29	-427.01	P105279502	-44.2058	-6	guanine	3GAO
228	P105279502	-135.376	-137.826	-142.884	-375.83	-428.2	P105279502	-42.7968	-6	guanine	3GAO
229	P105550806	-354.945	-382.43	-383.344	-4192.03	-4131.9	P105550806	-59.1539	-6	guanine	3GAO
230	P105550806	-347.926	-362.866	-362.444	-4366.21	-4303.44	P105550806	-58.1911	-6	guanine	3GAO
231	P105550806	-360.837	-388.495	-385.757	-4204.86	-4147.84	P105550806	-57.944	-6	guanine	3GAO
232	P105620882	-242.835	-257.668	-252.443	-1516.26	-1429.34	P105620882	-52.976	-6	guanine	3GAO
233	P105620882	-252.605	-269.088	-271.002	-1596.69	-1508.71	P105620882	-48.651	-6	guanine	3GAO
234	P105620882	-240.811	-245.532	-248.654	-1488.33	-1410.05	P105620882	-48.5299	-6	guanine	3GAO
235	P105948661	-127.848	-129.18	-130.04	-2411.83	-2353.31	P105948661	-51.8216	-6	guanine	3GAO
236	P105948661	-128.688	-129.803	-130.736	-2399.31	-2341.47	P105948661	-51.8102	-6	guanine	3GAO
237	P105948661	-128.517	-129.922	-131.019	-2416.06	-2357.44	P105948661	-51.7352	-6	guanine	3GAO
238	P105994133	-104.842	-110.599	-106.293	239.33	221.89	P105994133	-41.3618	-5	guanine	3GAO
239	P105994133	-107.58	-113.442	-109.201	199.38	182.36	P105994133	-41.0099	-5	guanine	3GAO
240	P105994133	-101.773	-110.053	-104.341	271.22	244.55	P105994133	-38.7179	-5	guanine	3GAO
241	P106975142	-265.698	-267.577	-271.465	-1696.55	-1626.67	P106975142	-30.7027	-6	guanine	3GAO
242	P106975142	-270.148	-270.08	-278.904	-1718.46	-1652.74	P106975142	-30.2121	-6	guanine	3GAO
243	P106975142	-272.325	-275.529	-281.253	-1726.08	-1659.41	P106975142	-29.6557	-6	guanine	3GAO
