@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 11\nSize of the tree: 21\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

guanineC74U,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,238,4,0,98.347107,1.652893,0,0.706489,0.025448,0.117349,62.947903,82.496429,35.123129,20.751643,14.371486,0.145137,0.085751,0.059386,-11.899534,-0.049172,-33.879482,0.983122,233,0,0,1,5,0.016878,4,1,0.983122,0.991489,0.739039,0.992827,0.999754,0.983471,0.000349,0.999651,0.016529,0.990817,0.983471,0.985762,0.739039,0.992827,0.991495,0.852888,0.983471,0.001,1.037,0,1.04,0,1040,17036305,16880388,8600351,99.586777,52.479339,?,?,?,?
guanineC74U,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,238,4,0,98.347107,1.652893,0,0.591561,0.015819,0.093386,39.129351,65.650306,35.123129,8.32574,26.797388,0.145137,0.034404,0.110733,12.955221,0.053534,36.885157,0.991561,235,0.4,2,0.6,3,0.008439,2,0.991561,0.991561,0.991561,0.591561,0.994093,0.999823,0.983471,0.39191,0.60809,0.016529,0.983471,0.983471,0.983471,0.591561,0.994093,0.994501,0.795781,0.983471,0,1.029,0,1.03,0,1030,17036305,16880388,8600351,100,51.446281,?,?,?,?
guanineC74U,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,234,7,0,97.095436,2.904564,0,0.448873,0.025549,0.128789,66.395825,100.694726,29.689349,21.995046,7.694303,0.123192,0.091266,0.031927,-10.600165,-0.043984,-35.703595,0.974684,231,0.25,1,0.75,3,0.025316,6,0.99569,0.974684,0.985075,0.488301,0.987869,0.999716,0.970954,0.246271,0.753729,0.029046,0.984696,0.970954,0.976385,0.488301,0.987869,0.991422,0.723307,0.970954,0.001,0.967,0,0.96,0,960,17070662,16914745,8565994,99.585062,51.86722,?,?,?,?
guanineC74U,2,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,238,4,0,98.347107,1.652893,0,0.706489,0.022697,0.128508,56.143105,90.341014,35.123129,36.251509,-1.12838,0.145137,0.1498,-0.004663,-3.80952,-0.015742,-10.846187,0.983122,233,0,0,1,5,0.016878,4,1,0.983122,0.991489,0.739039,0.991983,0.999721,0.983471,0.000349,0.999651,0.016529,0.990817,0.983471,0.985762,0.739039,0.991983,0.990806,0.852888,0.983471,0,0.989,0,0.99,0,990,17036305,16880388,8600351,98.760331,51.239669,?,?,?,?
guanineC74U,2,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.720984,0.018571,0.093406,45.935908,65.66458,35.123129,9.080875,26.042253,0.145137,0.037524,0.107613,1.818461,0.007514,5.177388,0.991561,235,0.2,1,0.8,4,0.008439,2,0.995763,0.991561,0.993658,0.724122,0.994515,0.999805,0.987603,0.196042,0.803958,0.012397,0.988963,0.987603,0.988154,0.724122,0.994515,0.994644,0.860465,0.987603,0.001,1.003,0,1.01,0,1010,17036305,16880388,8600351,100,52.066116,?,?,?,?
guanineC74U,2,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,238,3,0,98.755187,1.244813,0,0.565244,0.015881,0.08853,41.271426,69.217913,29.689349,7.910473,21.778876,0.123192,0.032824,0.090369,5.133974,0.021303,17.292309,0.995781,236,0.5,2,0.5,2,0.004219,1,0.991597,0.995781,0.993684,0.571274,0.993143,0.999805,0.987552,0.491771,0.508229,0.012448,0.986204,0.987552,0.986676,0.571274,0.993143,0.993815,0.782556,0.987552,0,0.996,0,1,0,1000,17070662,16914745,8565994,100,51.659751,?,?,?,?
guanineC74U,3,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,240,2,0,99.173554,0.826446,0,0.829217,0.01582,0.083002,39.13111,58.350851,35.123129,7.497901,27.625227,0.145137,0.030983,0.114154,10.322518,0.042655,29.389518,0.991561,235,0,0,1,5,0.008439,2,1,0.991561,0.995763,0.841581,0.996624,0.99986,0.991736,0.000174,0.999826,0.008264,0.994097,0.991736,0.992407,0.841581,0.996624,0.99514,0.914548,0.991736,0,1.076,0,1.08,0,1080,17036305,16880388,8600351,100,51.859504,?,?,?,?
guanineC74U,3,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,236,6,0,97.520661,2.479339,0,0.614035,0.037828,0.164518,93.569494,115.656252,35.123129,60.177509,-25.05438,0.145137,0.248667,-0.10353,-31.829974,-0.131529,-90.623973,0.974684,231,0,0,1,5,0.025316,6,1,0.974684,0.987179,0.665611,0.984388,0.999528,0.975207,0.000523,0.999477,0.024793,0.98873,0.975207,0.979696,0.665611,0.984388,0.987282,0.80609,0.975207,0,1.033,0,1.04,0,1040,17036305,16880388,8600351,97.933884,52.272727,?,?,?,?
guanineC74U,3,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,239,2,0,99.170124,0.829876,0,0.745781,0.018643,0.088551,48.448503,69.234687,29.689349,8.665112,21.024237,0.123192,0.035955,0.087237,-2.278625,-0.009455,-7.674891,0.995781,236,0.25,1,0.75,3,0.004219,1,0.995781,0.995781,0.995781,0.745781,0.994198,0.999823,0.991701,0.245921,0.754079,0.008299,0.991701,0.991701,0.991701,0.745781,0.994198,0.994074,0.87289,0.991701,0,1.026,0,1.03,0,1030,17070662,16914745,8565994,100,52.282158,?,?,?,?
guanineC74U,1,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,236,6,0,97.520661,2.479339,0,0.559733,0.026012,0.112817,64.341521,79.310181,35.123129,13.11635,22.006779,0.145137,0.0542,0.090937,-16.761291,-0.069262,-47.721519,0.978903,232,0.2,1,0.8,4,0.021097,5,0.995708,0.978903,0.987234,0.585522,0.991983,0.99977,0.975207,0.196304,0.803696,0.024793,0.984318,0.975207,0.978643,0.585522,0.991983,0.993159,0.779331,0.975207,0,1.07,0,1.07,0,1070,17036321,16880388,8600351,100,53.305785,?,?,?,?
guanineC74U,1,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,241,1,0,99.586777,0.413223,0,0.906995,0.016102,0.076084,39.83003,53.486842,35.123129,7.078723,28.044405,0.145137,0.029251,0.115886,5.964775,0.024648,16.98247,0.995781,236,0,0,1,5,0.004219,1,1,0.995781,0.997886,0.910943,0.998312,0.99993,0.995868,0.000087,0.999913,0.004132,0.996556,0.995868,0.996051,0.910943,0.998312,0.997177,0.953488,0.995868,0,1.031,0,1.03,0,1030,17036321,16880388,8600351,100,52.479339,?,?,?,?
guanineC74U,1,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,235,6,0,97.510373,2.489627,0,0.56102,0.027775,0.130729,72.181279,102.211424,29.689349,23.898481,5.790868,0.123192,0.099164,0.024028,-19.942502,-0.082749,-67.170559,0.974684,231,0,0,1,4,0.025316,6,1,0.974684,0.987179,0.624398,0.989451,0.999752,0.975104,0.00042,0.99958,0.024896,0.990041,0.975104,0.980279,0.624398,0.989451,0.99201,0.779304,0.975104,0,1.036,0,1.03,0,1030,17070678,16914745,8565994,99.585062,52.489627,?,?,?,?
guanineC74U,2,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,237,5,0,97.933884,2.066116,0,0.657224,0.02436,0.119901,60.256389,84.290899,35.123129,21.974631,13.148498,0.145137,0.090804,0.054333,-12.867591,-0.053172,-36.635663,0.978903,232,0,0,1,5,0.021097,5,1,0.978903,0.989339,0.699608,0.994515,0.999824,0.979339,0.000436,0.999564,0.020661,0.989669,0.979339,0.982672,0.699608,0.994515,0.993802,0.828003,0.979339,0,1.037,0,1.03,0,1030,17036321,16880388,8600351,99.586777,52.68595,?,?,?,?
guanineC74U,2,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.66043,0.022708,0.100422,56.170554,70.596827,35.123129,10.643376,24.479752,0.145137,0.043981,0.101156,-6.49339,-0.026832,-18.487504,0.995781,236,0.4,2,0.6,3,0.004219,1,0.991597,0.995781,0.993684,0.664702,0.992405,0.999717,0.987603,0.391823,0.608177,0.012397,0.986605,0.987603,0.986928,0.664702,0.992405,0.992836,0.830175,0.987603,0.001,1.1,0,1.1,0,1100,17036321,16880388,8600351,100,52.68595,?,?,?,?
guanineC74U,2,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,240,1,0,99.585062,0.414938,0,0.886801,0.016582,0.082757,43.091352,64.704205,29.689349,7.924496,21.764854,0.123192,0.032882,0.090311,-4.580696,-0.019007,-15.428753,0.995781,236,0,0,1,4,0.004219,1,1,0.995781,0.997886,0.892538,0.996835,0.999947,0.995851,0.00007,0.99993,0.004149,0.99668,0.995851,0.996077,0.892538,0.996835,0.997459,0.943387,0.995851,0,1.049,0,1.04,0,1040,17070678,16914745,8565994,100,52.489627,?,?,?,?
guanineC74U,3,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,238,4,0,98.347107,1.652893,0,0.658433,0.017754,0.091817,43.916569,64.547346,35.123129,8.603549,26.51958,0.145137,0.035552,0.109585,6.843685,0.02828,19.484839,0.987342,234,0.2,1,0.8,4,0.012658,3,0.995745,0.987342,0.991525,0.668251,0.993671,0.99979,0.983471,0.196129,0.803871,0.016529,0.986978,0.983471,0.984813,0.668251,0.993671,0.992932,0.829096,0.983471,0.001,1.049,0,1.05,0,1050,17036321,16880388,8600351,100,52.066116,?,?,?,?
guanineC74U,3,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,483,242,235,7,0,97.107438,2.892562,0,0.575864,0.039225,0.156906,97.023978,110.305472,35.123129,46.814189,-11.691061,0.145137,0.193447,-0.04831,-37.201419,-0.153725,-105.917157,0.970464,230,0,0,1,5,0.029536,7,1,0.970464,0.985011,0.635893,0.981857,0.999507,0.971074,0.00061,0.99939,0.028926,0.987948,0.971074,0.976813,0.635893,0.981857,0.986431,0.786623,0.971074,0.001,1.108,0,1.11,0,1110,17036321,16880388,8600351,98.760331,53.512397,?,?,?,?
guanineC74U,3,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20230301.162,484,241,237,4,0,98.340249,1.659751,0,0.491561,0.020313,0.096415,52.7875,75.383027,29.689349,10.058517,19.630832,0.123192,0.041737,0.081456,-10.095539,-0.04189,-34.003907,0.991561,235,0.5,2,0.5,2,0.008439,2,0.991561,0.991561,0.991561,0.491561,0.993671,0.999859,0.983402,0.491841,0.508159,0.016598,0.983402,0.983402,0.983402,0.491561,0.993671,0.993538,0.745781,0.983402,0,1.054,0,1.06,0,1060,17070678,16914745,8565994,100,52.904564,?,?,?,?
guanineC74U,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.66043,0.017598,0.107555,43.530124,75.611078,35.123129,20.714949,14.408179,0.145137,0.085599,0.059538,16.389377,0.067725,46.662634,0.995781,236,0.4,2,0.6,3,0.004219,1,0.991597,0.995781,0.993684,0.664702,0.801266,0.991687,0.987603,0.391823,0.608177,0.012397,0.986605,0.987603,0.986928,0.664702,0.801266,0.980668,0.830175,0.987603,0.145,0.003,0.15,0,150,0,288739,16880388,8600351,99.173554,50.826446,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
guanineC74U,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,236,6,0,97.520661,2.479339,0,-0.006935,0.031412,0.148221,77.700049,104.199282,35.123129,1097.735584,-1062.612455,0.145137,4.536097,-4.390961,-3.074987,-0.012707,-8.754877,0.995781,236,1,5,0,0,0.004219,1,0.979253,0.995781,0.987448,-0.009356,0.885654,0.995274,0.975207,0.979426,0.020574,0.024793,0.959021,0.975207,0.967046,-0.009356,0.885654,0.981407,0.493724,0.975207,0.15,0.002,0.15,0,150,0,288375,16880388,8600351,99.173554,51.859504,'Number of leaves: 3\nSize of the tree: 5\n',5,3,3
guanineC74U,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,484,241,237,4,0,98.340249,1.659751,0,0.491561,0.023317,0.128074,60.596077,100.135874,29.689349,2163.115863,-2133.426514,0.123192,8.975584,-8.852392,-5.512382,-0.022873,-18.566868,0.991561,235,0.5,2,0.5,2,0.008439,2,0.991561,0.991561,0.991561,0.491561,0.848101,0.994932,0.983402,0.491841,0.508159,0.016598,0.983402,0.983402,0.983402,0.491561,0.848101,0.983116,0.745781,0.983402,0.153,0.001,0.15,0,150,0,288739,16914745,8565994,98.340249,50,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
guanineC74U,2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,234,8,0,96.694215,3.305785,0,0.412978,0.032969,0.171492,81.551092,120.558864,35.123129,4318.280036,-4283.156908,0.145137,17.844132,-17.698995,-9.777747,-0.040404,-27.838485,0.974684,231,0.4,2,0.6,3,0.025316,6,0.991416,0.974684,0.982979,0.432005,0.804219,0.991829,0.966942,0.392259,0.607741,0.033058,0.97782,0.966942,0.971524,0.432005,0.804219,0.976833,0.705775,0.966942,0.15,0.002,0.16,0,160,0,289467,16880388,8600351,97.520661,50.413223,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
guanineC74U,2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.66043,0.013273,0.100649,32.832008,70.756598,35.123129,2150.377042,-2115.253913,0.145137,8.885856,-8.740719,21.486147,0.088786,61.173784,0.995781,236,0.4,2,0.6,3,0.004219,1,0.991597,0.995781,0.993684,0.664702,0.879747,0.994967,0.987603,0.391823,0.608177,0.012397,0.986605,0.987603,0.986928,0.664702,0.879747,0.987099,0.830175,0.987603,0.111,0.002,0.11,0,110,0,289831,16880388,8600351,99.173554,50.206612,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
guanineC74U,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,484,241,239,2,0,99.170124,0.829876,0,0.662937,0.011205,0.091475,29.118842,71.520705,29.689349,18.566868,11.122481,0.123192,0.077041,0.046151,17.662045,0.073286,59.4895,1,237,0.5,2,0.5,2,0,0,0.991632,1,0.995798,0.704142,0.778481,0.992585,0.991701,0.491701,0.508299,0.008299,0.991771,0.991701,0.990336,0.704142,0.778481,0.984565,0.831232,0.991701,0.148,0.002,0.15,0,150,0,289467,16914745,8565994,99.170124,50.414938,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
guanineC74U,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.566308,0.013577,0.112095,33.584224,78.803151,35.123129,3222.444785,-3187.321656,0.145137,13.315888,-13.170751,17.788434,0.073506,50.645926,1,237,0.6,3,0.4,2,0,0,0.9875,1,0.993711,0.62849,0.7,0.9875,0.987603,0.587603,0.412397,0.012397,0.987758,0.987603,0.984986,0.62849,0.7,0.975618,0.78257,0.987603,0.085,0.002,0.09,0,90,0,289467,16880388,8600351,98.760331,50.413223,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
guanineC74U,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,483,242,234,8,0,96.694215,3.305785,0,0.412978,0.033058,0.181818,81.770285,127.818431,35.123129,8592,-8556.876871,0.145137,35.504132,-35.358995,-9.916632,-0.040978,-28.233908,0.974684,231,0.4,2,0.6,3,0.025316,6,0.991416,0.974684,0.982979,0.432005,0.787342,0.991111,0.966942,0.392259,0.607741,0.033058,0.97782,0.966942,0.971524,0.432005,0.787342,0.974936,0.705775,0.966942,0.087,0.001,0.09,0,90,0,289467,16880388,8600351,96.694215,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
guanineC74U,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20230301.162,484,241,239,2,0,99.170124,0.829876,0,0.745781,0.018923,0.085595,49.175662,66.923247,29.689349,11.595779,18.09357,0.123192,0.048115,0.075077,-0.912878,-0.003788,-3.074766,0.995781,236,0.25,1,0.75,3,0.004219,1,0.995781,0.995781,0.995781,0.745781,0.984705,0.999503,0.991701,0.245921,0.754079,0.008299,0.991701,0.991701,0.991701,0.745781,0.984705,0.992822,0.87289,0.991701,0.153,0.002,0.15,0,150,0,288739,16914745,8565994,99.585062,50.829876,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
guanineC74U,1,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,236,6,0,97.520661,2.479339,0,0.614035,0.024793,0.157459,61.327713,110.694008,35.123129,6444,-6408.876871,0.145137,26.628099,-26.482962,1.343308,0.005551,3.824569,0.974684,231,0,0,1,5,0.025316,6,1,0.974684,0.987179,0.665611,0.987342,0.999477,0.975207,0.000523,0.999477,0.024793,0.98873,0.975207,0.979696,0.665611,0.987342,0.988218,0.80609,0.975207,0.006,0.002,0.01,0,10,0,291094,16880388,8600351,97.520661,50,?,?,?,?
guanineC74U,1,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.66043,0.012397,0.11134,30.663857,78.272484,35.123129,3222,-3186.876871,0.145137,13.31405,-13.168913,18.233218,0.075344,51.912284,0.995781,236,0.4,2,0.6,3,0.004219,1,0.991597,0.995781,0.993684,0.664702,0.79789,0.991545,0.987603,0.391823,0.608177,0.012397,0.986605,0.987603,0.986928,0.664702,0.79789,0.980527,0.830175,0.987603,0.006,0.002,0,0,0,0,290956,16880388,8600351,98.760331,50,?,?,?,?
guanineC74U,1,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,484,241,233,8,0,96.680498,3.319502,0,0.318246,0.033195,0.182195,86.265809,142.450882,29.689349,8592,-8562.310651,0.123192,35.651452,-35.52826,-14.297928,-0.059328,-48.158443,0.974684,231,0.5,2,0.5,2,0.025316,6,0.991416,0.974684,0.982979,0.338521,0.737342,0.991213,0.966805,0.492121,0.507879,0.033195,0.979111,0.966805,0.972196,0.338521,0.737342,0.976974,0.658156,0.966805,0.006,0.002,0,0,0,0,290592,16914745,8565994,96.680498,50,?,?,?,?
guanineC74U,2,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,238,4,0,98.347107,1.652893,0,0.658433,0.016529,0.128565,40.885142,90.381279,35.123129,4296,-4260.876871,0.145137,17.752066,-17.606929,12.603248,0.05208,35.883046,0.987342,234,0.2,1,0.8,4,0.012658,3,0.995745,0.987342,0.991525,0.668251,0.893671,0.995537,0.983471,0.196129,0.803871,0.016529,0.986978,0.983471,0.984813,0.668251,0.893671,0.984499,0.829096,0.983471,0.005,0.002,0,0.01,0,10,289588,16880388,8600351,98.347107,50,?,?,?,?
guanineC74U,2,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.720984,0.012397,0.11134,30.663857,78.272484,35.123129,3222,-3186.876871,0.145137,13.31405,-13.168913,18.233218,0.075344,51.912284,0.991561,235,0.2,1,0.8,4,0.008439,2,0.995763,0.991561,0.993658,0.724122,0.895781,0.995624,0.987603,0.196042,0.803958,0.012397,0.988963,0.987603,0.988154,0.724122,0.895781,0.986158,0.860465,0.987603,0.007,0.002,0.01,0,10,0,291571,16880388,8600351,98.760331,50,?,?,?,?
guanineC74U,2,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,484,241,235,6,0,97.510373,2.489627,0,0.488685,0.024896,0.157786,64.699357,123.366083,29.689349,6444,-6414.310651,0.123192,26.738589,-26.615397,-3.301109,-0.013698,-11.118832,0.978903,232,0.25,1,0.75,3,0.021097,5,0.995708,0.978903,0.987234,0.519818,0.864451,0.995449,0.975104,0.246201,0.753799,0.024896,0.985406,0.975104,0.979147,0.519818,0.864451,0.983663,0.743617,0.975104,0.005,0.002,0.01,0,10,0,290341,16914745,8565994,97.510373,50,?,?,?,?
guanineC74U,3,1,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,239,3,0,98.760331,1.239669,0,0.66043,0.012397,0.11134,30.663857,78.272484,35.123129,3222,-3186.876871,0.145137,13.31405,-13.168913,18.233218,0.075344,51.912284,0.995781,236,0.4,2,0.6,3,0.004219,1,0.991597,0.995781,0.993684,0.664702,0.79789,0.991545,0.987603,0.391823,0.608177,0.012397,0.986605,0.987603,0.986928,0.664702,0.79789,0.980527,0.830175,0.987603,0.005,0.003,0.01,0,10,0,290203,16880388,8600351,98.760331,50,?,?,?,?
guanineC74U,3,2,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,483,242,224,18,0,92.561983,7.438017,0,0.154831,0.07438,0.272727,183.98314,191.727646,35.123129,19332,-19296.876871,0.145137,79.884298,-79.739161,-66.216333,-0.273621,-188.526294,0.936709,222,0.6,3,0.4,2,0.063291,15,0.986667,0.936709,0.961039,0.187412,0.668354,0.986203,0.92562,0.588911,0.411089,0.07438,0.968712,0.92562,0.944939,0.187412,0.668354,0.967055,0.571429,0.92562,0.005,0.002,0.01,0,10,0,290341,16880388,8600351,92.561983,50,?,?,?,?
guanineC74U,3,3,weka.classifiers.trees.RandomTree,'-K 0 -M 1.0 -V 0.001 -S 1',-9051119597407396024,20230301.162,484,241,237,4,0,98.340249,1.659751,0,0.325874,0.016598,0.128831,43.132904,100.727985,29.689349,4296,-4266.310651,0.123192,17.825726,-17.702534,7.69571,0.031932,25.920779,0.995781,236,0.75,3,0.25,1,0.004219,1,0.987448,0.995781,0.991597,0.346129,0.62289,0.987431,0.983402,0.737622,0.262378,0.016598,0.979357,0.983402,0.980671,0.346129,0.62289,0.973323,0.662465,0.983402,0.005,0.002,0,0,0,0,289588,16914745,8565994,98.340249,50,?,?,?,?
guanineC74U,1,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.162,483,242,237,5,0,97.933884,2.066116,0,0,0.040469,0.142247,100.10102,99.999996,35.123129,35.123113,0.000016,0.145137,0.145137,0,-0.690826,-0.002855,-1.96687,1,237,1,5,0,0,0,0,0.979339,1,0.989562,?,0.5,0.979339,0.979339,0.979339,0.020661,0.020661,?,0.979339,?,?,0.5,0.959531,?,0.979339,2.204,0.004,2.15,0.01,2150,10,883169,16880388,8600351,97.933884,50,?,?,?,1
guanineC74U,1,2,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.162,483,242,237,5,0,97.933884,2.066116,0,0,0.040469,0.142247,100.10102,99.999996,35.123129,35.123113,0.000016,0.145137,0.145137,0,-0.690826,-0.002855,-1.96687,1,237,1,5,0,0,0,0,0.979339,1,0.989562,?,0.5,0.979339,0.979339,0.979339,0.020661,0.020661,?,0.979339,?,?,0.5,0.959531,?,0.979339,2.215,0.005,2.19,0,2190,0,881981,16880388,8600351,97.933884,50,?,?,?,1
guanineC74U,1,3,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.162,484,241,237,4,0,98.340249,1.659751,0,0,0.038525,0.127902,100.117252,100.001729,29.689349,29.693789,-0.00444,0.123192,0.123211,-0.000018,-0.692375,-0.002873,-2.332065,1,237,1,4,0,0,0,0,0.983402,1,0.991632,?,0.5,0.983402,0.983402,0.983402,0.016598,0.016598,?,0.983402,?,?,0.5,0.967356,?,0.983402,2.186,0.006,2.15,0.01,2150,10,882932,16914745,8565994,98.340249,50,?,?,?,1
guanineC74U,2,1,weka.classifiers.rules.DecisionTable,'-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"',2888557078165701326,20230301.162,483,242,237,5,0,97.933884,2.066116,0,0,0.040469,0.142247,100.10102,99.999996,35.123129,35.123113,0.000016,0.145137,0.145137,0,-0.690826,-0.002855,-1.96687,1,237,1,5,0,0,0,0,0.979339,1,0.989562,?,0.5,0.979339,0.979339,0.979339,0.020661,0.020661,?,0.979339,?,?,0.5,0.959531,?,0.979339,2.273,0.004,2.25,0.01,2250,10,883047,16880388,8600351,97.933884,50,?,?,?,1
