compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern	score:LigandRNA-basic	score:LigandRNA-modern	title	score:rDock-dock_solv	score:rf-score-vs	target	pdb
207	P08904802	-256.032	-264.083	-264.622	-607.02	-564.21	P08904802	-24.6114	-5	hiv	1UUI
208	P08977643	-156.867	-165.348	-165.682	-998.45	-1007.92	P08977643	-24.4697	-6	hiv	1UUI
209	P08977643	-172.699	-176.538	-178.572	-1052.18	-1042.89	P08977643	-22.9718	-6	hiv	1UUI
210	P08977643	-125.108	-122.505	-122.378	-346.26	-349.79	P08977643	-22.7899	-5	hiv	1UUI
211	P09338548	-16.393	-25.788	-24.242	-573.15	-535.03	P09338548	-2.75633	-6	hiv	1UUI
212	P09338548	-34.392	-44.923	-48.216	-656.53	-617.57	P09338548	-2.60849	-6	hiv	1UUI
213	P09338548	-13.567	-22.417	-22.359	-576.44	-538.72	P09338548	-2.27942	-5	hiv	1UUI
214	P09461762	-147.532	-145.628	-148.047	-339.31	-308.16	P09461762	-9.29393	-6	hiv	1UUI
215	P09461762	-147.559	-147.211	-148.797	-311.59	-285.27	P09461762	-8.00113	-6	hiv	1UUI
216	P09461762	-143.172	-146.06	-148.715	-322.15	-295.95	P09461762	-7.21263	-6	hiv	1UUI
217	P09524617	-279.781	-279.318	-280.703	-797.49	-762.51	P09524617	-22.1509	-5	hiv	1UUI
218	P09524617	-269.309	-274.605	-278.957	-811.64	-769.9	P09524617	-21.8112	-5	hiv	1UUI
219	P09524617	-285.946	-282.387	-280.911	-882.95	-845.93	P09524617	-21.4865	-5	hiv	1UUI
220	P09781598	-100.367	-98.627	-102.143	-1018.06	-964.25	P09781598	-15.818	-6	hiv	1UUI
221	P09781598	-95.18	-101.22	-99.021	-1241.49	-1183.28	P09781598	-15.7353	-6	hiv	1UUI
222	P09781598	-94.485	-101.665	-99.471	-1232.59	-1175.04	P09781598	-15.7145	-6	hiv	1UUI
223	P09845720	-205.874	-220.528	-217.163	-556.8	-574.02	P09845720	-33.7375	-6	hiv	1UUI
224	P09845720	-208.99	-214.123	-218.191	-533.72	-545.05	P09845720	-33.5893	-6	hiv	1UUI
225	P09845720	-227.415	-234.516	-239.593	-1067.73	-1062.03	P09845720	-31.9015	-5	hiv	1UUI
226	P100636508	-184.411	-184.36	-185.911	-243.53	-227.03	P100636508	-13.6281	-6	hiv	1UUI
227	P100636508	-158.718	-164.764	-170.111	-435.31	-428.73	P100636508	-13.3351	-5	hiv	1UUI
228	P100636508	-205.881	-207.662	-205.123	-484.64	-463.74	P100636508	-13.2072	-6	hiv	1UUI
229	P100669881	-156.565	-158.135	-160.932	-770.22	-761.86	P100669881	-37.4227	-5	hiv	1UUI
230	P100669881	-151.885	-158.592	-158.94	-711.35	-701.78	P100669881	-36.9776	-5	hiv	1UUI
231	P100669881	-153.087	-156.272	-157.448	-711.74	-701.06	P100669881	-36.0842	-5	hiv	1UUI
232	P101126751	-337.754	-347.594	-349.548	-497.99	-454.68	P101126751	-18.2761	-5	hiv	1UUI
233	P101126751	-333.024	-335.857	-341.161	-495.96	-458.23	P101126751	-17.933	-5	hiv	1UUI
234	P101126751	-335.479	-345.677	-346.252	-570.98	-529.27	P101126751	-16.9199	-5	hiv	1UUI
235	P101126773	-221.053	-226.941	-235.168	-1314.12	-1264.64	P101126773	-40.7074	-5	hiv	1UUI
236	P101126773	-216.333	-222.155	-230.222	-1248.24	-1202.82	P101126773	-34.7636	-5	hiv	1UUI
237	P101126773	-217.258	-223.892	-231.901	-1269.62	-1222.47	P101126773	-34.7409	-5	hiv	1UUI
238	P101151117	-197.416	-195.284	-197.85	-887.43	-851.2	P101151117	-24.6243	-5	hiv	1UUI
239	P101151117	-198.328	-195.095	-198.945	-901.09	-864.43	P101151117	-23.6242	-5	hiv	1UUI
