compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
510	P129629388	-151.441	-152.938	-158.456
511	P129681789	-244.262	-257.712	-257.456
512	P129681789	-173.885	-193.313	-194.062
513	P129681789	-175.65	-193.994	-192.989
514	P129681815	-195.876	-213.64	-214.243
515	P129681815	-172.162	-183.261	-185.763
516	P129681815	-173.243	-182.524	-185.089
517	P129686358	-159.327	-159.532	-159.962
518	P129686358	-160.835	-160.803	-161.4
519	P129686358	-159.544	-160.187	-160.187
520	P129688943	-256.437	-269.23	-267.987
521	P129688943	-257.85	-264.131	-268.436
522	P129688943	-258.3	-271.712	-270.164
523	P129692597	-187.477	-193.731	-194.017
524	P129692597	-200.924	-203.844	-204.365
525	P129692597	-187.203	-193.708	-193.733
526	P129746241	-295.517	-305.45	-304.052
527	P129746241	-269.281	-275.108	-278.623
528	P129746241	-302.363	-311.007	-311.196
529	P129929621	-204.143	-206.34	-203.035
530	P129929621	-246.123	-247.051	-255.883
531	P129929621	-150.267	-145.473	-150.929
532	P129929622	-156.421	-149.291	-154.764
533	P129929622	-178.184	-178.308	-179.795
534	P129929622	-174.151	-180.11	-182.22
535	P129929721	-256.651	-260.947	-263.717
536	P129929721	-259.521	-261.476	-264.096
537	P129929721	-257.768	-259.759	-263.649
538	P129929962	-330.561	-351.368	-347.786
539	P129929962	-328.875	-347.028	-346.117
540	P129929962	-328.998	-347.793	-347.16
541	P129931351	-229.502	-234.329	-233.599
542	P129931351	-231.155	-234.686	-236.031
543	P129931351	-240.545	-255.354	-249.519
544	P129931357	-311.761	-330.393	-339.292
545	P129931357	-254.353	-262.851	-267.02
546	P129931357	-313.969	-331.537	-341.358
547	P129933576	-204.248	-203.368	-201.463
548	P129933576	-205.845	-206.516	-203.878
549	P129933576	-244.035	-258.603	-261.428
550	P129948141	-278.16	-292.203	-295.222
551	P129948141	-277.889	-290.685	-294.574
552	P129948141	-278.906	-293.132	-296.074
553	P129971863	-149.414	-160.447	-159.182
554	P129971863	-149.597	-160.577	-158.948
555	P129971863	-149.521	-160.702	-159.342
556	P129973817	-180.482	-181.13	-187.224
557	P129973817	-180.233	-181.18	-185.9
558	P129973817	-179.546	-180.464	-186.043
559	P129989658	-293.344	-317.786	-318.519
560	P129989658	-292.379	-317.121	-317.927
561	P129989658	-293.497	-318.029	-318.673
562	P130114933	-248.884	-252.814	-255.733
563	P130114933	-244.611	-250.062	-252.505
564	P130114933	-248.493	-251.958	-255.638
565	P130143864	-252.492	-262.508	-270.346
566	P130143864	-247.285	-255.507	-263.883
567	P130143864	-160.532	-164.033	-165.648
568	P130147805	-185.59	-194.023	-192.564
569	P130147805	-169.126	-172.945	-170.284
570	P130147805	-166.861	-169.153	-165.234
571	P130201827	-336.334	-353.066	-344.755
572	P130201827	-341.164	-357.684	-351.644
573	P130201827	-340.048	-352.293	-355.614
574	P130258174	-120.095	-116.383	-118.566
575	P130258174	-120.175	-121.036	-118.606
576	P130258174	-118.893	-118.549	-116.311
577	P130262368	-281.062	-297.201	-298.99
578	P130262368	-281.694	-297.744	-300.856
579	P130262368	-281.76	-296.55	-299.429
580	P130288732	-135.903	-133.537	-136.681
581	P130288732	-135.348	-133.087	-136.403
582	P130288732	-136.56	-133.809	-137.931
583	P130311087	-162.225	-163.566	-165.485
584	P130311087	-161.016	-165.58	-163.962
585	P130311087	-159.654	-165.992	-165.947
586	P130426553	-195.91	-205.539	-201.075
587	P130426553	-197.477	-206.169	-202.951
588	P130426553	-197.041	-201.696	-199.696
589	P130489909	-139.574	-137.614	-142.896
590	P130489909	-227.286	-232.724	-236.655
591	P130489909	-233.834	-240.491	-244.01
592	P130563842	-252.149	-253.591	-260.307
593	P130563842	-251.471	-251.218	-259.043
594	P130563842	-252.489	-253.674	-261.066
595	P130731651	-359.479	-375.5	-385.678
596	P130731651	-359.591	-374.977	-386.009
597	P130731651	-357.673	-373.631	-383.929
598	P130740652	-322.529	-338.776	-346.18
599	P130740652	-323.368	-341.762	-346.523
600	P130740652	-325.427	-341.47	-348.939
601	P130748312	-190.693	-196.299	-196.262
602	P130748312	-192.78	-198.846	-198.23
603	P130748312	-192.571	-198.082	-197.729
604	P130748316	-220.89	-235.121	-240.027
605	P130748316	-220.803	-235.333	-239.665
606	P130748316	-221.296	-235.287	-240.239
607	P130749885	-300.399	-305.046	-305.206
608	P130749885	-251.637	-260.971	-265.57
609	P130749885	-246.029	-250.341	-254.824
610	P130754870	-173.058	-173.51	-171.854
611	P130754870	-171.101	-172.901	-172.022
612	P130754870	-221.235	-233.974	-238.646
613	P130758127	-230.817	-234.12	-232.939
614	P130758127	-231.604	-238.739	-235.867
615	P130758127	-244.761	-252.622	-249.783
616	P130758194	-287.624	-297.177	-296.827
617	P130758194	-299.533	-303.557	-308.191
